Job Title,Company Name,Job Location,Salary Information,Mode of Work,Industry,State,Lower Salary Range USD(k/yr),Upper Salary Range USD(k/yr),Mean Salary Range USD(k/yr)
"Project Surveyor - Land Surveying, Mapping ",CyberCoders,"Pleasanton, CA","$85K/yr - $130K/yr · Medical, Dental, Vision, 401(k)",On-site,Other,CA,85.0,130.0,107.5
HR Manager ,Century Group,"Mill Valley, CA",$110K/yr - $125K/yr,On-site,Other,CA,110.0,125.0,117.5
Controls Engineer ,CyberCoders,"Columbus, OH",$100K/yr - $130K/yr · 401(k),On-site,Tech,OH,100.0,130.0,115.0
Bridal Designer,Fourth Floor,New York City Metropolitan Area,$85K/yr - $120K/yr,Hybrid,Other,NY,85.0,120.0,102.5
RN - MedSurg/Tele ,Russell Tobin,"West Liberty, KY","$2,181.96/week · Telehealth +1 · 401(k), +1",Remote,Other,KY,2.18196,2.18196,2.18196
Maintenance Technician II ,CyberCoders,"Denver, CO",$32/hr - $37/hr · 401(k),On-site,Other,CO,66.56,76.96,71.75999999999999
Trial Attorney - Prominent Litigation Firm - Remote,Lexitas Legal Talent Outsourcing,San Francisco Bay Area,$160K/yr - $230K/yr,Remote,Law,,160.0,230.0,195.0
RN Fellow - Cardiac Telemetry *PSVMC*,The Job Network,"Portland, OR",$48.32/hr - $66.65/hr · Night +1 · Cardiology,On-site,Other,OR,100.5056,138.632,119.56880000000001
Trademark Paralegal,Plona Partners,New York City Metropolitan Area,$85K/yr - $135K/yr,Hybrid,Law,NY,85.0,135.0,110.0
RN - PACU 0.5 FTE Variable,The Job Network,"Oregon City, OR","$45.21/hr - $65.10/hr · Perioperative & Operating Room · 401(k), +1",On-site,Other,OR,94.0368,135.408,114.7224
Staff Accountant,Vernovis,Cincinnati Metropolitan Area,$55K/yr - $85K/yr · 8 benefits,On-site,Business,,55.0,85.0,70.0
Workday Project Manager,"PMO Partners, LLC",United States,$125K/yr - $135K/yr · 3 benefits,Remote,Other,,125.0,135.0,130.0
Associate Director of Generative AI Platform Engineering (Hybrid or Remote),Jobs via eFinancialCareers,"New York, NY",$125K/yr - $220K/yr,Hybrid,Tech,NY,125.0,220.0,172.5
"Staff Java Software Engineer (Back-end) for a well-known personal finance management company in Menlo Park, CA",OSI Engineering,"Menlo Park, CA",Up to $190K/yr · 4 benefits,Hybrid,Tech,CA,190.0,190.0,190.0
Senior Epic Consultant,Staffing Technologies,Atlanta Metropolitan Area,$65/hr - $70/hr · 3 benefits,Remote,Business,,135.2,145.6,140.39999999999998
Associate Attorney - Finance and Lending,Top Tier Candidates,"Houston, TX","$225K/yr - $250K/yr · 401(k), +1",On-site,Retail,TX,225.0,250.0,237.5
Account Manager (Entry Level),Barton Careers,"Tempe, AZ","$40K/yr + Commission · 401(k), Medical, +2 benefits",On-site,Business,AZ,40.0,40.0,40.0
Electrical Engineer ,ManpowerGroup,"St Louis, MO",$84K/yr - $115K/yr · 401(k),On-site,Tech,MO,84.0,115.0,99.5
RN - ER ,Russell Tobin,"Garden City, KS","$2,037.96/week · Emergency Department · 401(k), +1",On-site,Other,KS,2.03796,2.03796,2.03796
Property Coordinator ,Insight Global,"Chantilly, VA",$30/hr - $36/hr,On-site,Other,VA,62.4,74.88,68.64
Director of Finance Operations & Controller ,Scion Staffing,"Severn, MD",$165K/yr · Dental,On-site,Other,MD,165.0,165.0,165.0
Lead Internal Auditor/Audit Manager ,"firstPRO, Inc","Berwyn, PA",$90K/yr - $110K/yr · 11 benefits,Hybrid,Other,PA,90.0,110.0,100.0
Sr HVAC Design Engineer,BlackRock Resources LLC,"Warrendale, PA",$120K/yr - $130K/yr,On-site,Tech,PA,120.0,130.0,125.0
GenAI ML/MLOps Engineering Lead (Remote),Jobs via eFinancialCareers,"Raleigh, NC",$108K/yr - $215K/yr,Remote,Tech,NC,108.0,215.0,161.5
RN - Ambulatory ,Russell Tobin,"Milwaukee, WI","$2,320/week · Ambulatory Care · 401(k), +1",On-site,Other,WI,2.32,2.32,2.32
Production Manager (Food/Beverage Manufacturing) (1070909) ,The Judge Group,"Kalamazoo, MI",$100K/yr - $110K/yr,On-site,Manufacturing,MI,100.0,110.0,105.0
Payroll Specialist ,Addison Group,"McLean, VA",$75K/yr - $85K/yr · 4 benefits,On-site,Other,VA,75.0,85.0,80.0
Associate Attorney - Investment Management,Top Tier Candidates,"Winston-Salem, NC","$225K/yr - $250K/yr · 401(k), +1",On-site,Retail,NC,225.0,250.0,237.5
Construction Estimator ,CyberCoders,"Portland, OR",$120K/yr - $170K/yr · 1,On-site,Other,OR,120.0,170.0,145.0
Accounts Payable Specialist ,VanderHouwen,"Portland, OR",$26/hr - $29/hr · 401(k),On-site,Business,OR,54.08,60.32,57.2
"Design Engineer for Cable Harness Manufacturing Company in Morgan Hill, CA",OSI Engineering,United States,Up to $150K/yr,Remote,Tech,,150.0,150.0,150.0
RN - OR ,Russell Tobin,"Milwaukee, WI","$2,380/week · Perioperative & Operating Room · 401(k), +1",On-site,Other,WI,2.38,2.38,2.38
Structural Engineer ,ManpowerGroup,"St Louis, MO",$95K/yr - $125K/yr · 401(k),On-site,Tech,MO,95.0,125.0,110.0
RN - Hospice,The Job Network,"Beaverton, OR",$50.21/hr - $70.04/hr · Day · Home Health +3,On-site,Other,OR,104.4368,145.6832,125.06
Cash Reconciliation Team Lead,Financial Additions,Dallas-Fort Worth Metroplex,$80K/yr - $90K/yr,Remote,Other,,80.0,90.0,85.0
Network Engineer ,Insight Global,"New York, NY",$40/hr - $55/hr · 4 benefits,Hybrid,Tech,NY,83.2,114.4,98.80000000000001
Collections Manager up to $110k +Bonus (Medely/Doral Fl 33178) 3 days Remote - 2 In office ,Robert Half,"Miami, FL",$100K/yr - $115K/yr + Bonus · 5 benefits,On-site,Other,FL,100.0,115.0,107.5
Attorney - General Liability - Prominent Regional Law Firm,Lexitas Legal Talent Outsourcing,"Somerset County, NJ",$100K/yr - $165K/yr,Hybrid,Law,NJ,100.0,165.0,132.5
Senior Project Manager - HVAC ,CyberCoders,"Vineland, NJ",$115K/yr - $155K/yr · 401(k),On-site,Other,NJ,115.0,155.0,135.0
RN - Maternity Services,The Job Network,"Newberg, OR",$41.74/hr - $60.25/hr · Night · Obstetrics & Gynecology,On-site,Other,OR,86.8192,125.32,106.0696
Finance Associate ,Proven Recruiting,"Houston, TX",$90K/yr - $120K/yr,On-site,Retail,TX,90.0,120.0,105.0
REMOTE Mortgage Loan Officer ,CyberCoders,"Los Angeles, CA",$50K/yr - $150K/yr,Remote,Other,CA,50.0,150.0,100.0
"Vehicle Test and Validation Engineer for a well-known automotive company in Raymond, OH",OSI Engineering,"Raymond, OH",Up to $43/hr,Hybrid,Tech,OH,89.44,89.44,89.44
"Hybrid Executive Director, BDC - Hedge Fund ",WhiteCap Search,"New York, NY",$250K/yr - $375K/yr,On-site,Business,NY,250.0,375.0,312.5
"Permanent Staff Medical Surgical RN job in Deerfield Beach, FL ",Aya Healthcare,"Deerfield Beach, FL",$29/hr - $42/hr · Night · Medical-Surgical,On-site,Health,FL,60.32,87.36,73.84
Technical Recruiter ,Mondo,"McLean, VA","$50K/yr - $55K/yr + Commission · Medical, +3 benefits",Hybrid,Other,VA,50.0,55.0,52.5
Senior Property Accountant ,The Intersect Group,"Atlanta, GA",$90K/yr - $100K/yr,On-site,Business,GA,90.0,100.0,95.0
DSP House Lead- Whittier,The Job Network,"Downey, CA",$22.50/hr - $24.75/hr · 401(k),On-site,Other,CA,46.8,51.48,49.14
Licensed Clinical Social Worker,Pride Health,"Queens, NY",$40/hr - $42/hr · 4 benefits,On-site,Other,NY,83.2,87.36,85.28
RN - Radiation Oncology,The Job Network,"Portland, OR",$48.32/hr - $66.65/hr · Day · Radiology,On-site,Other,OR,100.5056,138.632,119.56880000000001
Vice President of Sales / Business Development - Austin - Clean Energy,LHi Group,"Austin, TX",$70K/yr - $120K/yr,Hybrid,Retail,TX,70.0,120.0,95.0
Lighting Design Sales Expert,Stern Recruiting,United States,"Up to $150K/yr + Commission · Vision, +2 benefits",Remote,Retail,,150.0,150.0,150.0
Speech Language Pathologist - SLP ,Ro Health,"Williamsburg, VA",$80/hr · 1,On-site,Other,VA,166.4,166.4,166.4
School Nurse RN (Syracuse Area) ,Ro Health,"Syracuse, NY",$35/hr - $40/hr · Day · Pediatrics & Neonatal +1,On-site,Health,NY,72.8,83.2,78.0
Technical Project Manager (Drinking Water),Spencer Ogden,"Orlando, FL",$130K/yr - $180K/yr · 4 benefits,On-site,Other,FL,130.0,180.0,155.0
Publications Account Specialist,The Job Network,"Myrtle Point, OR",$82.6K/yr - $112.6K/yr,Remote,Business,OR,82.6,112.6,97.6
Charge RN - Intensive Care Unit 0.9 FTE Night,The Job Network,"Medford, OR",$39.74/hr - $62.36/hr · Night · Critical and Intensive Care +1,On-site,Other,OR,82.6592,129.7088,106.184
RN Infusion Liaison - Patient Education,The Job Network,"Medford, OR",$39.78/hr - $62.96/hr · Day · Home Health +1,On-site,Education,OR,82.7424,130.95680000000002,106.84960000000001
Machine Learning Engineer,Encore Talent Solutions,United States,Up to $90/hr,Remote,Tech,,187.2,187.2,187.2
"Permanent Staff CT Tech job in Saint Helena, CA - Make $35 - $56/hour ",Aya Healthcare,"St Helena, CA",$35/hr - $56/hr,On-site,Other,CA,72.8,116.48,94.64
Of Counsel/Sr. Associate - Insurance Coverage - Prominent Law Firn,Lexitas Legal Talent Outsourcing,"Las Vegas, NV",$160K/yr - $185K/yr,Hybrid,Retail,NV,160.0,185.0,172.5
"Infrastructure Operations Database Support Engineer, VP",Jobs via eFinancialCareers,"Princeton, NJ",$120K/yr - $195K/yr,On-site,Tech,NJ,120.0,195.0,157.5
Desktop Support ,GTN Technical Staffing and Consulting,"Wichita, Kansas Metropolitan Area",$18/hr - $20/hr · 4 benefits,On-site,Other,KS,37.44,41.6,39.519999999999996
Service Technician ,Crawford Thomas Recruiting,"Columbus, OH",$20/hr - $21/hr · 401(k),On-site,Other,OH,41.6,43.68,42.64
RN - Medical Telemetry,The Job Network,"Medford, OR",$39.74/hr - $62.36/hr · Night · Neurology +1,On-site,Health,OR,82.6592,129.7088,106.184
ServiceNow Developers - CLEARANCE REQUIRED ,"The Squires Group, Inc.","Arlington, VA","$118K/yr - $140K/yr · 401(k), +1",Remote,Tech,VA,118.0,140.0,129.0
Test Engineer 3,Amtec Inc.,"Irvine, CA",$49.32/hr - $60.91/hr,On-site,Tech,CA,102.5856,126.69279999999999,114.63919999999999
"Permanent Staff CT Tech job in Hanford, CA - Make $40 - $55/hour ",Aya Healthcare,"Hanford, CA",$40/hr - $55/hr,On-site,Other,CA,83.2,114.4,98.80000000000001
Production Supervisor,Staffing with Bliss,"St Augustine, FL","$45K/yr - $50K/yr · 401(k), Dental, Medical, Vision",On-site,Manufacturing,FL,45.0,50.0,47.5
RN - Emergency Department 0.9 FTE Night,The Job Network,"Portland, OR",$48.32/hr - $66.65/hr · Night · Emergency Department,On-site,Other,OR,100.5056,138.632,119.56880000000001
Communication and Engagement Specialist - Marketing ,Planet Pharma,San Francisco Bay Area,$20/hr - $35/hr,On-site,Other,,41.6,72.8,57.2
RN - Med Surg ,Russell Tobin,"Frankfort, KY","$1,911.96/week · Medical-Surgical · 401(k), +1",On-site,Other,KY,1.91196,1.91196,1.91196
Sr. Defense Systems Program Manager ,Proven Recruiting,"San Diego, CA","$190K/yr - $250K/yr · 401(k), Medical, +1",On-site,Other,CA,190.0,250.0,220.0
Technical Accounting Manager ,Venteon,Detroit Metropolitan Area,$120K/yr - $150K/yr · 4 benefits,Hybrid,Business,,120.0,150.0,135.0
Tech Services Specialist ,"Global Technical Talent, an Inc. 5000 Company","Fredericksburg, VA","$40/hr - $45/hr · Dental, 401(k)",On-site,Other,VA,83.2,93.6,88.4
Attorney - Transportation Defense Litigation - Prominent Law Firm,Lexitas Legal Talent Outsourcing,"Melville, NY",$125K/yr - $185K/yr,Hybrid,Law,NY,125.0,185.0,155.0
Account Manager,Barton Careers,"Peabody, MA","Starting at $40K/yr + Commission · 401(k), Medical, +2 benefits",On-site,Business,MA,40.0,40.0,40.0
GenAI ML/MLOps Engineering Lead (Remote),Jobs via eFinancialCareers,"Washington, DC",$108K/yr - $215K/yr,Remote,Tech,DC,108.0,215.0,161.5
Registered Nurse,TAG MedStaffing,"Brooklyn, NY",$53/hr - $56/hr · Day · Behavioral Health,On-site,Health,NY,110.24,116.48,113.36
Anatomic Pathology Technician ,Experis,"West Jefferson, OH",$19.87/hr,Hybrid,Other,OH,41.3296,41.3296,41.3296
Licensed Practical Nurse,N2S Healthcare Staffing Solutions LLC,"Washington, NC",$30/hr - $36/hr · Evenings · Behavioral Health,On-site,Health,NC,62.4,74.88,68.64
Quality Assurance Specialist,CampusPoint,"Washington, United States",$22/hr · 1,Remote,Other,WA,45.76,45.76,45.76
Human Resources Manager ,Addison Group,"Washington, DC",$90K/yr - $100K/yr,Hybrid,Other,DC,90.0,100.0,95.0
Senior Infusion RN,The Job Network,"Portland, OR",$42.67/hr - $67.54/hr · Day · IV Therapy +1,On-site,Other,OR,88.7536,140.4832,114.61840000000001
LVN - Licensed Vocational Nurse - School Health ,Ro Health,"Oceanside, CA",$30/hr - $33/hr · Day +1 · Pediatrics & Neonatal +1,On-site,Health,CA,62.4,68.64,65.52
Attorney - Professional Liability Defense Litigation - Fully Remote,Lexitas Legal Talent Outsourcing,New York City Metropolitan Area,$130K/yr - $180K/yr,Remote,Law,NY,130.0,180.0,155.0
Controller,SBH Fashion,"Hawthorne, NY",$150K/yr - $175K/yr,Hybrid,Other,NY,150.0,175.0,162.5
Business Operations Manager  TS/SCI Required ,"ALTA IT Services, LLC","Alexandria, VA",Up to $185K/yr · 4 benefits,On-site,Other,VA,185.0,185.0,185.0
Mechanic,LSI Staffing,"Sparks, NV",$22/hr - $33/hr,On-site,Other,NV,45.76,68.64,57.2
Sr. Contracts Specialist ,Dexian,"McLean, VA",$95K/yr - $100K/yr · 9 benefits,Hybrid,Other,VA,95.0,100.0,97.5
RN - Dialysis ,Russell Tobin,"Philadelphia, PA","$2,436/week · Nephrology · 401(k), +1",On-site,Other,PA,5066.88,5066.88,5066.88
Denver Account Executive- Remote ,Prosum,United States,$65K/yr - $80K/yr · 6 benefits,Remote,Business,,65.0,80.0,72.5
Recruiting Administrator/Coordinator,Foxhound Partners,Washington DC-Baltimore Area,$40K/yr - $42K/yr · 4 benefits,Hybrid,Other,WA,40.0,42.0,41.0
"Locum Occupational Medicine Nurse Practitioner job in Phoenix, AZ - Make $80/hr - $90/hr",Aya Locums,"Phoenix, AZ",$80/hr - $90/hr · Night · Occupational Health,On-site,Health,AZ,166.4,187.2,176.8
Project Manager,Staffing with Bliss,"St Augustine, FL","$50K/yr - $65K/yr · 401(k), Dental, Medical, Vision",On-site,Other,FL,50.0,65.0,57.5
Vice President of Engineering ,CyberCoders,"Englewood, CO",$160K/yr - $175K/yr · Vision,On-site,Tech,CO,160.0,175.0,167.5
Performance Engineer,Mankind America,"Jacksonville, FL",$70/hr - $77/hr,On-site,Tech,FL,145.6,160.16,152.88
Sr. CNC Programmer ,CyberCoders,"Brea, CA","$35/hr - $45/hr · Vision, 401(k)",On-site,Other,CA,72.8,93.6,83.19999999999999
RN - Emergency Services Multiple Shift and FTE,The Job Network,"Milwaukie, OR","$45.12/hr - $64.51/hr · Emergency Department · 401(k), +1",On-site,Other,OR,93.8496,134.1808,114.0152
DSP House Lead- Whittier,The Job Network,"Whittier, CA",$22.50/hr - $24.75/hr · 401(k),On-site,Other,CA,46.8,51.48,49.14
Accounting Manager,"Andrews & Cole, LLC",Kansas City Metropolitan Area,"Up to $125K/yr · 401(k), Vision, +3 benefits",On-site,Business,KS,125.0,125.0,125.0
Business Development Manager,AtWork Personnel,"Cartersville, GA",$50K/yr - $60K/yr · Vision,On-site,Other,GA,50.0,60.0,55.0
Registered Nurse (RN) | Medical Surgical - Full Time ,HealthTrust Workforce Solutions,"Powhatan, VA","$5,000/month - $15K/month · Medical-Surgical · 401(k)",On-site,Health,VA,5000.0,15.0,2507.5
Client Support Specialist,The Nagler Group,"Beverly, MA",$24/hr - $26/hr,On-site,Other,MA,49.92,54.08,52.0
Operations Administrator ,Addison Group,"Washington, DC",$27/hr - $30/hr,On-site,Other,DC,56.16,62.4,59.28
Assistant Controller - Comp up to $150k plus bonus,Ferretti Search,"Charlotte, NC",$140K/yr - $150K/yr · 5 benefits,On-site,Other,NC,140.0,150.0,145.0
RN - Medical Surgical,The Job Network,"Medford, OR",$39.74/hr - $62.36/hr · Night · Medical-Surgical,On-site,Health,OR,82.6592,129.7088,106.184
RN Fellow - OB Mother Baby,The Job Network,"Portland, OR",$49.77/hr - $73.13/hr · Night · Obstetrics & Gynecology,On-site,Other,OR,103.5216,152.1104,127.816
Maintenance Tech ,CyberCoders,"Charlotte, NC","$24/hr - $38/hr · Vision, 401(k), +1",On-site,Other,NC,49.92,79.04,64.48
Southern California Account Executive-Remote ,Prosum,"Greater Los Angeles, CA",$70K/yr - $90K/yr · 6 benefits,Remote,Business,CA,70.0,90.0,80.0
Associate Recruitment Consultant,Goliath Partners,"Miami, FL",$55K/yr - $325K/yr · 4 benefits,Hybrid,Business,FL,55.0,325.0,190.0
Paid Media Manager ,Creative Circle,"Miami, FL",$60K/yr - $75K/yr · 401(k),On-site,Media,FL,60.0,75.0,67.5
RN - Pediatrics ,Russell Tobin,"Wichita, KS","$1,942.20/week · Pediatrics & Neonatal · 401(k), +1",On-site,Other,KS,1.9422000000000001,1.9422000000000001,1.9422000000000001
Quality Manager ,Sterling Engineering,"Itasca, IL",$75K/yr - $95K/yr,On-site,Other,IL,75.0,95.0,85.0
Controls Engineer ,CyberCoders,"Eau Claire, WI",$110K/yr - $130K/yr,On-site,Tech,WI,110.0,130.0,120.0
Senior Recruiter ,Proclinical Staffing,"Philadelphia, PA",$65K/yr - $75K/yr · 4 benefits,Hybrid,Other,PA,65.0,75.0,70.0
.NET Software Engineer,Noir,"Merrydale, LA","$80K/yr - $100K/yr · Vision, Medical, Dental, +9 benefits",Hybrid,Tech,LA,80.0,100.0,90.0
Supervisor Clinic RN - North East Internal Medicine,The Job Network,"Portland, OR",$47.98/hr - $75.94/hr · Day · Obstetrics & Gynecology +2,On-site,Other,OR,99.7984,157.9552,128.8768
RN - Med Surg ,Russell Tobin,"San Antonio, TX","$1,700.28/week · Medical-Surgical · 401(k), +1",On-site,Other,TX,1.70028,1.70028,1.70028
Pega Product Owner ,Insight Global,"New York, NY",$45/hr - $50/hr · 4 benefits,Hybrid,Other,NY,93.6,104.0,98.8
Senior Accountant - high growth company ,"firstPRO, Inc","King of Prussia, PA",$95K/yr - $105K/yr · 10 benefits,Hybrid,Business,PA,95.0,105.0,100.0
Attorney - Transportation Defense Litigation - Prominent Law Firm,Lexitas Legal Talent Outsourcing,"Bergen County, NJ",$120K/yr - $180K/yr,Hybrid,Law,NJ,120.0,180.0,150.0
Attorney - Professional Liability Senior Counsel or Partner - Prominent Litigation Firm,Lexitas Legal Talent Outsourcing,"Dallas County, TX",$185K/yr - $225K/yr,On-site,Business,TX,185.0,225.0,205.0
RBT-Registered Behavior Technician- School health ,Ro Health,"San Diego, CA","$22/hr · 401(k), Dental, Medical, Vision",On-site,Health,CA,45.76,45.76,45.76
Quality Systems Specialist,Peak Performers,"Waltham, MA",$44/hr - $49/hr · Vision,Hybrid,Other,MA,91.52,101.92,96.72
Executive Assistant,Acro Service Corp,"New Castle, DE",$28/hr - $33/hr,On-site,Business,DE,58.24,68.64,63.44
Director of Operations ,Addison Group,"Jacksonville, FL",$115K/yr - $140K/yr,On-site,Other,FL,115.0,140.0,127.5
Attorney - General Liability Defense Litigation Associate - Prominent Regional Defense Firm,Lexitas Legal Talent Outsourcing,"Manhattan, NY",$100K/yr - $150K/yr,Hybrid,Retail,NY,100.0,150.0,125.0
Operations/Developer Engineer - CLEARED ,"The Squires Group, Inc.","Columbia, MD","$95K/yr - $160K/yr · 401(k), +1",On-site,Tech,MD,95.0,160.0,127.5
RN - Neurovascular,The Job Network,"Portland, OR",$48.32/hr - $66.65/hr · Day · Neurology,On-site,Other,OR,100.5056,138.632,119.56880000000001
Onboarding Specialist,N2S Healthcare Staffing Solutions LLC,"Plano, TX",$60K/yr - $70K/yr · 3 benefits,On-site,Other,TX,60.0,70.0,65.0
Senior Information Technology Manager,Franklin Fitch,Foxborough,$125K/yr - $145K/yr · 4 benefits,Hybrid,Other,,125.0,145.0,135.0
Senior Conflicts Specialist,Plona Partners,"New York, NY",$100K/yr - $150K/yr,Hybrid,Other,NY,100.0,150.0,125.0
Chief Human Resources Officer ,Scion Staffing,"Sonoma County, CA",$125K/yr - $180K/yr,On-site,Other,CA,125.0,180.0,152.5
Accounts Receivable Clerk ,Insight Global,"Boise, ID",Up to $25/hr · 4 benefits,On-site,Business,ID,52.0,52.0,52.0
Attorney - Construction Defense Litigation - Associate - Prominent Litigation Firm,Lexitas Legal Talent Outsourcing,"New York, NY",$125K/yr - $170K/yr,Hybrid,Retail,NY,125.0,170.0,147.5
"Chief Operating Officer, Student Sponsor Partners",Phillips Oppenheim,"Boston, MA",$200K/yr · 401(k),Remote,Business,MA,200.0,200.0,200.0
Sr. Civil Transportation Engineer,Flux Resources,"La Grande, OR",$90K/yr - $135K/yr,On-site,Tech,OR,90.0,135.0,112.5
"Fixture Design Engineer for a well-known automotive company in Raymond, OH",OSI Engineering,"Raymond, OH",Up to $38/hr,On-site,Tech,OH,79.04,79.04,79.04
Senior Revenue Accountant ,Proven Recruiting,"Houston, TX",$80K/yr - $100K/yr,Hybrid,Business,TX,80.0,100.0,90.0
Tax Manager,Concero,"Dallas, TX",$150K/yr - $190K/yr,Remote,Other,TX,150.0,190.0,170.0
Art Director / Presentation Designer - PowerPoint ,Creative Circle,"Los Angeles, CA",$50/hr - $67/hr,On-site,Other,CA,104.0,139.36,121.68
SAP ME/MII developer ,"TalentBurst, an Inc 5000 company","Sunnyvale, CA",$98/hr - $100/hr · 3 benefits,Hybrid,Tech,CA,203.84,208.0,205.92000000000002
Technical BA/DA,Jobs via eFinancialCareers,"Irving, TX",$95K/yr - $105K/yr · 2 benefits,On-site,Other,TX,95.0,105.0,100.0
Senior Project Accountant,ConnectPoint Search Group,Greater Sacramento,$75K/yr - $90K/yr,On-site,Business,,75.0,90.0,82.5
Membership Assistant ,Addison Group,"Washington, DC",$21/hr - $24/hr,On-site,Other,DC,43.68,49.92,46.8
Project Administrative Assistant,"PMO Partners, LLC","Jackson, MS",$70K/yr - $80K/yr · 1,On-site,Other,MS,70.0,80.0,75.0
